Data from QEP037381__56__14-50-47-771.txt Node

Date: Mon Mar 14 14:50:47 EDT 2022
User: dcclab
Spectrometer: QEP03738
Trigger mode: 4
Integration Time (sec): 2.500000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
783.959	14.5
784.218	2.5
784.476	-3.5
784.734	-1.5
784.992	333.5
785.251	327.5
785.509	319.5
785.767	317.5
786.025	317.5
786.283	322.5
786.541	310.5
786.798	334.5
787.056	316.5
787.314	301.5
787.572	316.5
787.83	307.5
788.087	316.5
788.345	312.5
788.602	304.5
788.86	319.5
789.117	334.5
789.375	302.5
789.632	325.5
789.89	322.5
790.147	333.5
790.404	340.5
790.661	339.5
790.919	366.5
791.176	350.5
791.433	365.5
791.69	362.5
791.947	359.5
792.204	359.5
792.461	382.5
792.718	399.5
792.974	405.5
793.231	408.5
793.488	448.5
793.745	443.5
794.001	466.5
794.258	512.5
794.514	497.5
794.771	530.5
795.027	556.5
795.284	572.5
795.54	622.5
795.797	638.5
796.053	718.5
796.309	788.5
796.565	841.5
796.822	952.5
797.078	1074.5
797.334	1231.5
797.59	1482.5
797.846	1855.5
798.102	2413.5
798.358	3239.5
798.614	4604.5
798.869	6733.5
799.125	10055.5
799.381	14670.5
799.637	20826.5
799.892	28144.5
800.148	36454.5
800.403	44258.5
800.659	51237.5
800.914	56731.5
801.17	60083.5
801.425	62549.5
801.68	64287.5
801.936	65745.5
802.191	67341.5
802.446	68646.5
802.701	69977.5
802.957	71446.5
803.212	72600.5
803.467	74288.5
803.722	75679.5
803.977	77052.5
804.232	78369.5
804.486	79796.5
804.741	81218.5
804.996	82494.5
805.251	84264.5
805.505	85657.5
805.76	86775.5
806.015	87994.5
806.269	88934.5
806.524	89993.5
806.778	90796.5
807.033	91429.5
807.287	92744.5
807.541	93595.5
807.796	95050.5
808.05	95899.5
808.304	96842.5
808.558	97293.5
808.812	97719.5
809.066	98457.5
809.32	99165.5
809.574	99752.5
809.828	100356.5
810.082	101084.5
810.336	101902.5
810.59	102738.5
810.844	103844.5
811.097	105046.5
811.351	106682.5
811.605	108006.5
811.858	109888.5
812.112	111601.5
812.365	113056.5
812.619	114875.5
812.872	116373.5
813.126	117901.5
813.379	119378.5
813.632	121079.5
813.885	122269.5
814.139	123927.5
814.392	125972.5
814.645	127680.5
814.898	130093.5
815.151	132005.5
815.404	134454.5
815.657	136761.5
815.91	138923.5
816.163	140507.5
816.416	141520.5
816.668	142620.5
816.921	143450.5
817.174	143658.5
817.426	143959.5
817.679	143732.5
817.931	143679.5
818.184	143375.5
818.436	143597.5
818.689	143477.5
818.941	144178.5
819.194	144331.5
819.446	145005.5
819.698	145619.5
819.95	145795.5
820.202	146107.5
820.455	146528.5
820.707	147106.5
820.959	147093.5
821.211	147150.5
821.462	146604.5
821.714	146171.5
821.966	145681.5
822.218	145228.5
822.47	144390.5
822.722	143986.5
822.973	143095.5
823.225	142759.5
823.476	142613.5
823.728	142324.5
823.979	142327.5
824.231	142607.5
824.482	142536.5
824.734	142584.5
824.985	142654.5
825.236	142471.5
825.487	141677.5
825.739	141280.5
825.99	140648.5
826.241	140579.5
826.492	139714.5
826.743	139134.5
826.994	138235.5
827.245	138008.5
827.496	137332.5
827.747	137095.5
827.997	137055.5
828.248	136814.5
828.499	137024.5
828.75	137113.5
829	137144.5
829.251	136980.5
829.501	136828.5
829.752	136156.5
830.002	135163.5
830.253	134540.5
830.503	133539.5
830.753	132819.5
831.004	131939.5
831.254	131397.5
831.504	131391.5
831.754	130648.5
832.004	130702.5
832.254	130565.5
832.504	130228.5
832.754	130922.5
