Data from QEP037381__592__16-13-08-289.txt Node

Date: Mon Mar 14 16:13:08 EDT 2022
User: dcclab
Spectrometer: QEP03738
Trigger mode: 4
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
783.959	13.12
784.218	-1.88
784.476	-2.88
784.734	-4.88
784.992	193.12
785.251	197.12
785.509	189.12
785.767	185.12
786.025	183.12
786.283	190.12
786.541	202.12
786.798	191.12
787.056	193.12
787.314	184.12
787.572	199.12
787.83	203.12
788.087	201.12
788.345	208.12
788.602	215.12
788.86	202.12
789.117	211.12
789.375	217.12
789.632	212.12
789.89	213.12
790.147	233.12
790.404	228.12
790.661	227.12
790.919	247.12
791.176	242.12
791.433	253.12
791.69	252.12
791.947	250.12
792.204	266.12
792.461	285.12
792.718	289.12
792.974	297.12
793.231	290.12
793.488	320.12
793.745	328.12
794.001	354.12
794.258	361.12
794.514	384.12
794.771	396.12
795.027	417.12
795.284	446.12
795.54	491.12
795.797	500.12
796.053	549.12
796.309	609.12
796.565	656.12
796.822	766.12
797.078	861.12
797.334	993.12
797.59	1183.12
797.846	1492.12
798.102	1962.12
798.358	2630.12
798.614	3807.12
798.869	5577.12
799.125	8259.12
799.381	12110.12
799.637	17243.12
799.892	23629.12
800.148	30351.12
800.403	37065.12
800.659	42752.12
800.914	47227.12
801.17	50383.12
801.425	52364.12
801.68	53655.12
801.936	54985.12
802.191	56111.12
802.446	57364.12
802.701	58565.12
802.957	59615.12
803.212	60777.12
803.467	61907.12
803.722	63111.12
803.977	64342.12
804.232	65609.12
804.486	67026.12
804.741	68077.12
804.996	69255.12
805.251	70519.12
805.505	71745.12
805.76	72682.12
806.015	73839.12
806.269	74866.12
806.524	75814.12
806.778	76531.12
807.033	77124.12
807.287	77700.12
807.541	78526.12
807.796	79781.12
808.05	80682.12
808.304	81258.12
808.558	81869.12
808.812	82259.12
809.066	83038.12
809.32	83395.12
809.574	84094.12
809.828	84414.12
810.082	84920.12
810.336	85652.12
810.59	86543.12
810.844	87452.12
811.097	88567.12
811.351	89836.12
811.605	91049.12
811.858	92604.12
812.112	94413.12
812.365	95410.12
812.619	97024.12
812.872	98338.12
813.126	99466.12
813.379	100822.12
813.632	102233.12
813.885	103394.12
814.139	104893.12
814.392	106222.12
814.645	107727.12
814.898	110069.12
815.151	111678.12
815.404	113677.12
815.657	115514.12
815.91	117199.12
816.163	118576.12
816.416	119803.12
816.668	120446.12
816.921	120985.12
817.174	121392.12
817.426	121663.12
817.679	121221.12
817.931	121298.12
818.184	121186.12
818.436	121026.12
818.689	120954.12
818.941	120941.12
819.194	121831.12
819.446	122221.12
819.698	122488.12
819.95	123016.12
820.202	123307.12
820.455	123614.12
820.707	124262.12
820.959	124022.12
821.211	124219.12
821.462	124069.12
821.714	123626.12
821.966	122657.12
822.218	122062.12
822.47	121623.12
822.722	121201.12
822.973	120812.12
823.225	120332.12
823.476	120173.12
823.728	119979.12
823.979	119837.12
824.231	120240.12
824.482	120007.12
824.734	120042.12
824.985	120192.12
825.236	119814.12
825.487	119418.12
825.739	118918.12
825.99	118596.12
826.241	118145.12
826.492	117436.12
826.743	116849.12
826.994	116306.12
827.245	115781.12
827.496	115320.12
827.747	115171.12
827.997	115199.12
828.248	115253.12
828.499	115142.12
828.75	115286.12
829	115268.12
829.251	115125.12
829.501	114935.12
829.752	114117.12
830.002	113793.12
830.253	113008.12
830.503	112448.12
830.753	111464.12
831.004	110994.12
831.254	110094.12
831.504	110261.12
831.754	109751.12
832.004	109550.12
832.254	109340.12
832.504	109481.12
832.754	109639.12
833.004	109400.12
833.254	109108.12
833.504	108730.12
833.754	108568.12
834.003	108024.12
834.253	107480.12
834.503	106881.12
834.752	106385.12
835.002	105542.12
835.252	104699.12
835.501	104507.12
835.75	104149.12
836	103954.12
836.249	103578.12
836.499	103416.12
836.748	103543.12
836.997	103291.12
837.246	103539.12
837.495	103354.12
837.744	103475.12
837.993	103179.12
838.242	103328.12
838.491	102888.12
838.74	102203.12
838.989	101377.12
839.238	100953.12
839.487	100335.12
839.736	99589.12
